sentences
Homework is a warcrime that should be punishable by death
Kys
Lagay naman kayo ng limit sa activities per week 😩
🤬🤬🤬🤬🤬
"Dapat, may limit yung activity(2)"
Worst
it is very bad app don't use it why he make this ghatiya apo
Bad
Bad
"I'm a student I don't like school, Russian propaganda"
Why couldn't add account? I have so many activities to pass shtty app
I would use the right words but God is listening 🙏. It is terrible.
My incognito tab turns into a google classroom tab whenever i used incognito and its stuck that way even if i unisntall the google classroom app
"One of the most garbage app for classrooms, its better if you have it on PC or Laptop than on the phone because it doesnt even want to constantly update on present activities, garbage even after the update"
I am facing issues opening files.it shows unable to open and show the option open with but click this (open with option)shows the unable connection of internet.so please solve this problem🙏🙏
Always failed refresh
Not like y'all because y'all will not let me download
Please add a dark theme
It's open sometimes pdf.
noooooooo school!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! its to goofy.
"I can't even get in, keeps saying that I can't add an account. Googled it, turns out I don't have the newest version... but I don't see how that's possible when I JUST got it again because of the strike that's happening up here in Canada. Tried reinstalling, and still won't let me."
It never works
"Man as a kid I HATE this but it is useful, the things I hate is that is keeps on crashing on my phone and I cannot use it so I miss some of my homework."
"When ever I try to open the app it says there's something wrong with my internet connection or something, I know thats not the problem because it doesn't work anywhere I go, and according to a small pop-up it hasn't been ""refreshed"" since September 2021."
"Nawawala po inasend ko, ayun na done late ako."
No Kill it
Terrible. Would not connect.
Horrible
Google form checkboxes couldnt working properly
"Why I can't download it? I have a lot of space in my phone for this app, plus I need it on my school works now... Why can't I download it?"
"The app seems to be broken for me. It always says to choose another account when I click get started. I've used up all my accounts and I even made a new one hoping it would work, sadly it's still not."
icant log in my account i need to submit my activities rightnow
Worst app ever
it always lags and never saves the assignments
I dont want homework
Mahal kita but we weren't meant to be.
"This app sucks. You can't turn off emails, you have to add your school Google account to your device to use it, broken Jamboard attachments, broken assignment file sharing, everything takes forever to refresh. You'd expect way more from Google, who is supposedly among the best in this field. This sorry excuse of an app needs a serious rework."
school is garbege
Forces you to use Chrome for any attachments.
Cant add account in classroom
Cant add my account which is the most important accountbto access in my class
Poop
It's a very poor and bad app.
"I had to download this for school bit hate it, because I have to fo school on it and I'll get messages from. My teachers at 3 AM Like go to sleep. Anyways ya"
Sana may limit yung activities
Zbog ove aplikacije svaki put kad dodjem iz skole mama me doceka tako sto me gadja patikama u glavu
It's okay ig...
I hate it I wish I could put zero stars despicable absolutely despicable
It is the single worst and most buggy app ever known
"laggy, unresponsive. shows my assignments that are done as missing and makes me panic, constantly says no internet and doesn't do anything (my internet is fine). never refreshes classes or assignments etc."
The app is good but there's a bug or error that when pass a image that had been loaded teacher's will see nothing
Its not working app shuts on its own please fix it
I can't log in to my acc. Please fix this
My gmail is not signing up. Mad applicatio
Just sucks
I dont like it
Gay
Doing worst day by day
..j
Not Good
The Google classroom is completely unreliable on the phone. It doesn't even access to load some Gmail accounts and is extremely slow. The scanner for turning in assignments is garbage too
This app is hacked I tried to open materials but it is showing this one is hack I can't even take a screen shot that time now ibuy a new tab
It has big bugs and lags alot
Bad
Dami pinapagawa kingina
Horrible quality
Horrible experience everything wouldn't work!🤬😡
I can't even sign in
It is so bad
Di na naubos laman
"I can't open Google Classroom on my phone the second month. It's outrageous, absolutely ineffective, non-working app."
Slow working
I can't add my account even the app is updated
Lags a lot
"Yawa mani nga app, murag ge bangog."
My wifi is ok I can open all apps except this ugly app pls fix your bug BC it's exam and I can't open
Horrible why does this even exist?
One of my teachers ended up being a rapist
Actually has started annoying me recently
Cause
Terrible app
Dapat may limit lng pag lagay ng LA 🙄 panget ng app nyo nakaka stress
Please add download option..this new update is not good
"I Have received a notification that says I have a new Activity and when I hit refresh, it says couldn't refresh and check your wifi. I'm pretty sure it's not my wifi."
Worst app . Ever seen in my life .
I hate school
Couldn't refresh and no internet dissatisfied and also I have internet
Classes won't refresh
I cannot access my google classroom
"i hate school, and this has been our main online resource for years"
Gross
"I NEED this on my phone, I have no other option, yet I can't even see anything my classes assign because it ""can't refresh"" or load anything although my connection is just fine. You can't use this app at all on mobile."
This is probably the worst classroom app i have ever used in my life
Still no dark mode
Horrid
ANDAMING ASSIGNMENT PUTA
Is a good app
Horrible. Nothing works
"It was good before.... But now i can't refresh anything,like some new assignment,update's to my modules. I use this to see my assignment and an update's tobmy modules so this was so helpful to me so pls fix this cuz its very hard to backread to messager so i use this so pls pla fix this."
I just dont want to do school work
Rahul
I cant sign in tf
He sucked my balls on this app 😡😡😡😡😡
help
It still needs a lot of improvements.
Horrible experience
I HATE THIS APP AND EVERYTHING ABOUT SCHOOL!!! I HATE MIDDLE SCHOOL
It won't let me log in for some reason. (Edit) Google LLC it lets me sign in but every time exit the app and log back in it signs me out
i can't log.in
Good app
Don't like the app icon.
😡
BECAUSE of this app we have to do double homework
I can't open the video
"I cannot start this app with my any gmail account. They are showing me "" couldn't add account to classroom. Try again or add another account"""
Classroom is broken i can't upload multiple picture for my assignment and need to upload one by one
The app it's self is fine. I Just hate school
I can't add any account
It's horrible
I don't actually dislike this application.
Very very very very very very very very bad. Yes.
"Classwork+Homework, Gives the teachers power, Teachers can see when work is turned in which mean no lying and telling them they just lost it DONT RECOMMEND"
It sucks worst app ever made
"I can't get my work done if your app doesn't work over data, and don't even say it does when no one I know or myself can get it to work. Even when I connect to the internet it's says my class doesn't exist."
"Very bad experience after update , unable to upload a video."
Made me do school
I have been unable to add a mail account to my Google classroom after switching to a new phone. Please help
Napaka bagal magloading ampota
Unable to open the app for today everything till yesterday was very very good....
I hate it
Diahrea doo doo fart
I hate school
Ccg DD free three DD gtskgd be r
ach
Doesnt work properly wont sign in my school account
Its really bad. Dont download.
👎
i failed my history class due to an error that wouldnt let me upload an assignment kys
Horrible
Buggy
"App are utter useless. Every time i open a class, it shows nothing but my classmates can see the activities posted but i cant and the error says ""couldn't refresh"" or ""Somerhing went wrong. Check your internet connection and try again."" Even though my wifi are working just completely fine. Ive tried anything i could and still wont get fixed. 😬👎"
Using this made me want to chuck myself of a bridge
"This app was so helpful before but after the update, when you try to refresh the classroom it takes forever like bruh. Edit: i just download this app for like 1 week I'm pretty sure it was an update version ❤️"
﷽☭☪︎
⭐️👎
Made me do work made me cry and kill myself and my mom one star
Show classroom code dumbass
I hate school !!!!!!!!!!!
Stupid app. My uploaded files always disappear.
I hate school
The app just isn't interactive and the UI isn't appealing.
There's more bugs.
This app would be fine if it weren't for the fact that it doesn't let me switch accounts anymore
i cant load in idk whats happening!
"'null' failed to upload...App is Updated, network is good, idk whatelse is wrong. NOTHING is working"
"I want to log in the app using the qrcode my daughters school gave me, I'm not even getting that option Not happy"
I can't unenroll to subjects and the apps is slow and I can't join in new subs whick causes me a lot of trouble
Hamburger cheeseburger bigmac whopper
"I can't log in with me Gmail, why is that?"
Urwaur
get this app taken off
Mid
This app is a waste of time i tried to Search my class but it keeps saying this class doesn't exist
Took two restarts and ten retries before I could finally login. Great experience !
"Couldn't add account on classroom, worst app that I've encountered how am I supposed to do?!!! DON'T ASK ME TO UNINSTALL AND INSTALL AGAIN CAUSE I ALREADY DO THAT!!!!!"
Bad
hate it
It won't let me sign in
"I have been having problem downloading it on my ipad, please make it available for older iPad because its meant to be for educational use"
Didn't work is rubbish
Worst app ever i hate homework and it wont even let me sign in. so L app
"Ekis to, di nawawalan ng activities at quizzes."
"Ganda sana nang app NYU kaso hindi na uubosan nang activities, quizzes, tsaka exam.. may exam pa na may time limit sana e update NYU na may time limit tsaka activity limit kahit mga 3 to 4 lang ganurn tsaka walang due date"
Bad
Very 😞
I cant open my files. When I open it it says open with then nothing happens. I REALLY HATE WHAT IS HAPPENING ON THIS APP. PLEASE UPDATE.
I can't open my account from my device
Tangina mo bulok
Ew
Bad app no saving it
it was garbage
It crash and they kicked me out of school cuz of that :(
i just genually dont like school lol
I downloaded it and it just sucks o. Mobile 我只做了这个差评，因为它是一个趋势持有这个嘘
Slow to load and even slower when down files even in a very strong connection.
"Can't view files offline anymore. And downloading another app recommend just to view the file offline is just a hassle, plus, it doesn't even work."
FIX TOWER OF FANTASY!
pls fix your app I cannot submit my assignment beacuse of the error kept coming and I kept retrying it and I can't I can't pass my assignments and I'm gonna fail if I can't pass THIS FIX YOUR APP
Laging lag kakapasa pa lang ng activities may bago na naman
le boss battle sono troppo difficili dovrebbero nerfarli
It excellent aap but storag very hevy
"I can't add my account in Google classroom. It will always stated that ""you can't add an account. Try another account"""
"I don't like it, I have no reason not to, I just dont like it."
WORST APP EVER GIVES WAY TO MUCH HOMEWORK
🥵🥵
Sh1te
Dami gawain
Dog water
Can't view some files even though I have stable connection
The app uses a.lot.of GB than most appa
Why I can't add my accounts fix this stupid app
Racist
👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎
Szentem gépen jobb de ez se rossz 👁👄👁
This app is awful maybe jts just my device but its doing this with all my other friends but anyway when I try to join a cassroom the app just crashes and everytime I try to join it crashes
This is not good app now more because there is not the option to download any pdf 😡😡😡😡
ERORRR TROSSS
bad
Rate it bad so it gets taken down
Horrible stinky
Racist app someone called me monkey
No good
It is bad
I hate school
Pls take down the app i have so many missed assignments
Hard to use
"Absolutely not, it works so bad"
I tried everything but I give up and I couldn't do anything it was just a blank page to write comments. I tried to see my teachers comments on Google classroom and l tried to login my school account but I couldn't 😥
It not a good app for my kid
School
I can't log in with my Google account and I need to do work
It is vey mavoules app😃
It was hell during elementary school. Not sure if it is still hell now but I'm rating it based on my memories from school.
"Worst of all , my lockdown went worst just becoz of this app"
i was forced to do this
Everyone rate this 1 so it gets taken down
My app seems to be crashing whenever I open it.
THIS APPLICATION IS NOT GOOD!!
End my schoolworks pls im dying
L Google
Rasict doesn't have black mode
I is good but I keep getting logged out
Bad just so bad
Nah this ant it gang
It is a good app but I faces one problem. When I tried to log from my ID in Mobile App it showed that you don't have access. Ask to your administrator. But when I use google classroom in PC it is fine
I can't put my school account
"It won't log me into Mobile, do not get this garbage app"
Please Can you add private message button to my classmates and teachers.
My dog cried like a baby
Magia negra
Accounts doesn't log in!
School work bad
The loading is to long damn.
absolute doo doo
The app lacks alot of things and it lags alot too
I hate it it is hard to understand if there was one app I could get red of it would be google classroom the layout is bad and it is just an overall horrible app
Nah
To all my fellow online class students this will be the worst app
"Crashing time and again, can't post any task without multiple crashes. Have reinstalled it twice but the problem persists."
I like to use paper more than online things it is easier to keep track of and is simple
It's bad
Naon rossz ne töltsd le ha teheted
The app crashes at a random without any issue
I hat doing work
The audio keeps getting ups and down. Loud one moment and low the next. The instructor has a loud feedback but the students has low audio feedback. I can't hear my classmates speak while my instructor can hear them perfectly. The audio is breaking up. The 'To do List' in the desktop version is not loading. Full screen mode should be automatically landscape where you don't have to turn on the auto rotate in the phone itself.
Won't download for some reason
No value if I can't even get into the app.
Terlalu banyak tugas
Won't let me join my class after 4th grade
"Wouldn't run well on my phone, especially for a web app. The notifications would only work if I prayed. And even then they were inconsistent."
Hate it
Cum?
Complicated and hard to use
Worst 👊👊👊👊
lol putangina saksakin nyo nalang po aqko
Always error in opening file.
I don't work
boanga mo
"Hello. I am experiencing a problem regarding on logging in the app. It says that the account can't be logged in, what should I do?"
"I can't make files available offline even I have a strong internet connection, whether I use wifi or data connection. Please do something!!!!!!"
this is mucenje
Sucks
Unable to use it on a mobile device. Could not upload or connect to classes
I can't add my account
Youngboy better
Stinky
I not like
"tangina walang limits, daming activities"
do not the download file for google classroom
What the hell this app I was log in my acc and go back in my main acc what the fak this app don't install this faking ap
Very bad I can not start this app because it is not accepting my account
I don't like it 😡🤬🤬
I hate this
The app keep loading
This app need improvement
They need to notify me when a assighnment is almost due.
"Since yesterday I can't turn in/hand in my works. It kept saying, ""you can't submit work right now. Let your teacher know or try again later."" I try to submit my work in two devices (phone& tablet) but it still the same. So I uninstalled and reinstall it and now I can't log in."
Classes suck
Eh
"It can't refresh my classes for some reason, I've tried to restart my phone and stuff, my assignment is due at 7:30, Help"
"I missed it when it we were able to DOWNLOAD THE FILES itself instead you give us ""offline pages"" which most of the time don't even download. Bring it back."
Doesn't work
Terrible School sucks and I hate it
Unusable
bat ginaganon nyo kolin‼️‼️
I hate school
I would put zero stars but that's no an option. This app forces me to do my homework and I'm not happy about it.
It's a good app but the fact that if you get a 15/20 your grade goes down so much and when u get a 20/20 your grade goes up like 2 percent
kada open puro missing/assign imong makita.
Terrible
Why I can't open my account??
Slower than a dead snail.
Andaming reqs nakaka umay
"Every students wish to pass Thier activities but because of due dates they can't, I would give higher rating if due dates for next update will be removed😊. Also, failing scores and points should be given."
I can't login
Maka buang ang unlimited activities. Especially EPRO
Naiiyak na 'ko. Dati nagc-cellphone ako pamparelax at pang escape sa reality ngayon kada magseselpon ako nai-stress na 'ko grabe naaaa ayoko naaa. ITIGIL NA NATIN TO AYOKO NAAAAA 5 activities per day AYOKO NAAAAAA
hhh
Terrible wasn't working for like a month
"Easy to use, yet infuriating when viewing documents or pdf files posted. It doesn't update the documents I edited which makes me stuck waiting for it to finally update so I can make sure I'm not just turning in a work with no answers... Literally all google apps takes centuries to load, what's up with that?"
Bring back Nahida's tongue on her 4th normal attack
No class
My goodness classroom is not refreshing in a good way and I can't turn in any work
Horrible
"It just tells me "" failed to load...."""
I cant add account to google classroom
I was late
Please just make this app easier to use
Why thare is no dark mode option in Google classroom
Isa lang lagi akong tinatambakan ng activities e'-'
I do not like it get rid of it now please
My mic is broken. My teacher can't hear me to recite on last saturday what happen my mic please fix my problem. And thank you.
its school.
Daming activity pinapagawa
Bad
They have been telling me it could not install
Why there is no permission requested in my classroom pls fix this i can't attend on my class
Ja kliknem predaj a ono preda zadatak
Can't even download
Your app is dumb.
It loadslowly And i get low scores
"Great app, I only rated I 3 because sometimes you open the app, and it just doesn't load, it takes forever to upload a photo/video to an assignment, and it also doesn't make the categories in order from new to first, teachers who are new to tech have confusing classrooms because of this."
I just rilly hate school but also the app doesn't want to work
Tryna get this banned
Simply hate it .......
It is very slow and lagging do not recommend
Worst
I believe this app was made annoying on purpose
Masyadong maraming pinapagawa nakakapagod Tas mamaya yung tapos mo na lahat may dadapag pa sila 10 sa Pag gising mo. Paki ayos naman
One Star
"I can't log in my account, what's wrong with your Google account? such a disappointed."
Lagging
Bad
Can't submit attachment
"Aplikasi setelah diperbarui malah semakin turun kualitas nya! Banyak tugas dan PTS saya yg bermasalah, tercantum file nya tapi dikemudian hari file nya malah rusak!!! 🙄😠"
Kung sino man nag imbento neto Jusko poooo!
school
"Worst app ,so many assignments done by this app,my golden time waste by this waste app"
"Very very poor , it doesn't work on school email"
Too many activities.
Trash
When it needs updating just kicks you from the app and logs you out without warning. Shameful.
Horrific terrible
Very bad
I am a online class students 😁
Mortuary attendant
"Putng.ina ayaw nja mag sign in ng mga accounts q, mamatai n gumawa ne2"
nagbbug ata 'tong apps na 'to haha hindi maubos yung mga gawain e
I can't log in my school accounts 😫
I'm unable to sign in using my Google account.
Ratio
"this app for me at least has been broken for the past week or so, every time I tried to connect so I can check on what I have for homework it has refused to connect and instead doesn't show or out right denied the existence of said class. This has been plaguing me for the past week as I had many many assignments that weren't available. Also I forgot to mention but I cleared the cache forced stopped and even switched to a different internet, NONE OF THESE WORKED. 500 character limit is the worst."
Won't let me even sign in.
I do not want to work
it is terrible and bad
Terrible app I hat it
Great app when its works but very buggy for me most of the time and id much rather hand the homework into my teacher than submit it on here
its school related >:(
Meh... another reason I dislike Google. I only had to install and use this app because my middle schooler's private school uses it for classroom assignments. Everything about Google apps give me the dry heaves. Just getting the apps set up alone are enough to send me screaming...or drinking. My dislike for how cumbersome Google is persists. Even took back a Google Android OS TV that just drove me mad. Going to be a painful few years for me using Google Classrom.
Wont show me my most recent class work Glicthes a lot
I hate school so I hate this apl
Won't even let me in! The most useless frustrating app I have no idea why my son's school are using it I refuse to even download it. They'll have to connect with me another way. If I could minus stars I would.
😾
Not a very good app
Crashes most of the time
"Гамно, я в дотку хочу грати."
"diko gusto yung update puro activities lang naman dinadagdag sa apps nato, bawas bawasan nyo naman yung pag sesend ng activities. I suggest kapag mag uupdate kayo is block nyo yung ida-dagdag na activities kapag may nasend na na isa."
Loads slowly is hard to navigate efficiently
This app didn't show my classes.i got late to submit my assignment
It is not working nice
School
i can't proceed to any of my class
Terrible. Gives me nightmares.
"Poor System, We need minimum time duration before a teacher can send another activities. I didnt even sent my answer yet but my teacher already sent another activity. Pls put punishment for spamming activities"
No good
why does it exist
Horrible
I hate this app
Could not download after 10 tries or even after restarting mobile
I want it gone
trash
Not recommended
"The ""to-do"" section takes much time to load. Hoping for this to be fixed."
Shite
"doesn't work, poorly organized/designed, hard to find stuff"
Ew
I hate ittyt
Literally just loaded it. It is refusing to allow me to add my account.
"DI NAMAN AKO UMORDER NG MODULEE, ANDAMING DUMADATING 😑"
"It was working great at the start, but now my professor and my classmates cannot hear me, but I can hear them. Please fix this audio issue, so that they can hear me speak please!!!"
Tangina nung gumawa nitong gclass nag upload ako ng link tapos sasabihin error sino ba gumawa nito sana pinutok nalang sa kumot potangina ikaw dahilan kung bakit ako babagsak ngayong sem ang arte ng gclass room sana ginawa mo offline para di nako namomoblema hayup ka
It's annoying trying to edit pdf and it has lots of bugs.
dodo butter frl👺
School sucks
Disgusting
this is the best app ever
It dose not download 😕 how will I do my homework? Help
Always it's keep on loading and loading and loading everytime i open the app although my internet is fast. Please fix this asap! I really need this app for my online classes.
sira ata system niyo po . Kasi daming modules ayokona. Di maubos ubos 😭
Terrible
"yung "" turn in""tsaka ""private comment"" nagdidikit"
di nauubusan ng activities
couldn't log in
"I suddenly have 7 late assignments. I uust noticed them today, and I always check my assignments. They were some of the first assignments this semester and Im sure i had turned them in"
Functionality and customization is very limited.
Worst app ever. I can't even login I'm always getting a stupid error
Sana next update may limit na 1 activity lang per month
I don't like school (Spanish class)
If I rate it low why teacher will stop using it.
LeBron James says this app is terrible!
school bad 👎
luge unli refill ng activity
God i wish I could give this a 0 terrible app crashes makes no sense kicked my dog and so forth don't download this app
Bagsak ako
Genshin 2nd year anniv still sucks :(
"Pangit ng app na'to, Poor System 'Di nauubos mga activities. Sana ma-limit nyo kung ilang activities lang ang allowed i-post😔"
"Pangit, andaming binibigay na activities. Ang baba pa magbigay ng grades. 😤"
Shite
It's so hard and more waiting
Adjust how many activities or works that can be uploaded like 1/2 activities.
"ampangit ng app nyo,di na optimize ng maayos!pag ino open ko yung app nyo,madaming activities, sana sa next update nyo, limited na yung pumapasok na activities na pwedi e post"
can't open my class.
"why are these apps like this? in a day 20 activities are done, hopefully in the next update only 1 activity can be uploaded in a month charizzz!!!"
Hehe
I can't log in because this app thinks my password is wrong. I have logged in in my phone but in my tablet it doesn't log in.
Cool
It is really complicated to download a file directly to the device (android) and use it in another reader if it was possible. There should be a more convenient and faster way. It also takes too much time downloading anything.
"This app was decent until it suddenly stopped working, tried everything but it won't update"
Sobrang Daming magbigay ng Activities sana pa isa isa lang
I hate school and get rid of this app
Lagyan nyo limit mga activities na pwede ipagawa Nakakaubos namg braincells
"It has plenty of problems but the most irritating problem is that it shows the file is a drive file, I click on the file and then it Start opening but it never open."
I can't open
I don't like school
It's so bad that it takes time to load my subjects and sometimes it won't show anything
"Most buggy school app ever. Can't submit my homework now cause this stupid app won't open up and says stuff like ""failed to refresh classroom"". #3 top free in education.... yeah right."
Pp
"Can't even open the app now. When I press submit, it didn't get submit through. So I get missing work."
I wanna die
Not working for me won't let me open assignments
Nope to glichy and someone hacked my google acc and stole my info so 👎
It won't even let me logg in
"google classroom isn't loading on my NYC account anymore. it just says that I don't have access, even though I've used it for over 3 years on this account. I cleared the cache and data and it's still broken. pls help"
Shity
Horrible
que aplicación de pete
Not starting with choosing account
"salamat google classroom ha, dahil sayo, ung pt namin na september 30 ang pasahan, mukhang mapapasa ko na siya sa October 1. muntik pa syang umabot ng september 31 sa sobrang bilis, salamat tlga, goodjob ka ha :)"
What is this comedy piece Car ka number 420 Gail ma jhar chakki pecee Not working 😡😡
Bad
No. Just no.
Poop
Saya jadi tidak bisa mengirim file dokumen tugas.. tolong diperbaiki
Cockovi mutni!!! :(
U Suck
It can't refresh classes plus I miss my task because of something wrong in Google classroom
"Why does this keep saying that it would not refresh my class ? Everythime I use this app, it keeps saying that it would not refresh the class. This is disappointing. My data and wifi is completely fine. Still, not yet I could refresh my class. If this bug or whatever this was, wasn't fixed, it would be just as futile as it was. Edit: I did everything I could to make this fixed, but nothing happened. And I can't clear app caches since I need them all for schooling."
This app is horrible its so laggy and it does not submit my assignment I got an F- because of this app my teachers think I was too lazy to do my work and now I'm failing my classes also most of the work does not load and when I re-open it it kicks me out do better google Classroom!!!!!! 😡😡😡🤬🤬🤬🤬😡😡😡😡🤬🤬
Dogshit
unbareble
Baaaad
Emg buriq bikin stress
Bad genshin aniversary rewards
Warst ap ever 😾
bad
Great app 1/10 definitely would (not) recommend!
Los profesores me violan
L plus ratio
I suddenly can't access the files sent to us by our teachers
Genshin taught me more things
It keeps crashing when I open a assignment
app's telling me to install chrome even though i have chrome installed. after uploading a homework there's an annoying black box blocking it. had to use the browser version.
"Horrid, very inappropriate for children."
I always upload a pdf but most of the time it shows drive file. When I try to unsubmit my work it doesn't work. Hence because of this problem my assignment are never on time and always shows handed in late. Very much dissatisfied with this.
Ahhhhhh! Daddy!
Kinda shite ngl.
Super slow.
it's genshining time.
Poopoo fart
Andaming assignments :(
"At first it's nice app it's help us a student, but there something that with file? It's always say problem with file Like I need it to see beacuse of some urgent lesson"
"Getting the first notification since May on August 10th hurts, man."
"DEAR PARENTS AND TEACHERS After using this app for 5 minutes I've developed Naegleria fowleri I've been unable to eat, walk, speak and even goto the bathroom BY MYSELF. I highly don't recommend downloading this app as you can catch the clap as well ya. Please do something about fixing these bug issues in the app thank you have a great day."
Says check internet when it's perfectly fine and now it won't even let me load in my account on the app
It does not work on phones and causes so much emotional damage. My teachers use this too much.
School=bad
Idk i hate it i think
Common google L
Don't wanna do homework
PP
very bad application
Garbage Makes me do things that suck big b@//$
I don't like school
Bad
Awful
Lame
I thinkthe only poeple writing reviews are teachers lol boomers writing reviews of app
Anniversary Rewards suck part 2
It's not allowing me to download
WHY DOES SENDING MY ATTACHMENTS ARE SO HARD LIKE MY INTERNET IS OKAY EVERYTHING IS OKAY BUT THE APP ALWAYS SAYING THAT TRY AGAIN YOUR INTERNET CONNECTION IS LIKE ANO BAYAN PUTANGINA LANG BEBS NALELATE AKO MAGPASA DAHIL DYAN KAINIS
I can't add my account it's always saying try again please fix this
It was too slow whenever I'm opening my submitted file or pictures. Please how can I fix it?
It's just a no
genshit's 2nd anniversary is trash
Awful
I can't get my emails
Mid tbh
Bad
Bad
Bad
I cant login in my account
Quiero q quiten el classroom estoy arto 😁
Can't open a single pdf file. Worst app. Might give 0 stars if there is.
At first it was working very well. But now the files are not opening. As soon as i open one assignment it automatically back out of the folder and i am not able to see any word in the file.
"says outdated work and crashes I uninstalled and reinstalled and now I can't even log into my account because it says a domain admin has to permit me access even though I already have access from him, other people are having this same problem. Fix this please."
So cool.great fool.
Never liked it tbh
Files sent can't be opened.
